Pal. Abgrenzung;Nr. in Strukt;PN Text Belegform;Lemma;Titel Sigle;Seite;Sprachherkunft
1;1;…pman;finan;;1r;
1;2;Cucpald			;hug~balth;;1r;
1;3;Similda			;sig~hildi;;1r;
1;4;Uualto			;wald;;1r;
1;5;Ucpald			;hug~balth;;1r;
1;6;Garaca			;garaca;;1r;
1;7;Itta			;id;;1r;
1;8;Arno			;arin;;1r;
2;1;Regelenda		;ragin~linth;;1r;
3;1;Neostir			;neastru;;1r;slaw
3;2;Malamila		;māl~mīl;;1r;slaw
3;3;Iufinig;iuvenīx;;1r;
3;4;Gete			;gete;;1r;
4;1;Foskero					;fuscerus;sda;1r;
5;1;Fesselo			;fast-l;;1r;
5;2;Ceseri			;caesar;;1r;
5;3;Marcorus		;marcor;;1r;
6;1;Antelf			;and~wulf;;1r;
7;1;…hos;???;;1r;
7;2;Richmond				;rīk~mund;pbr;1r;
7;3;Ernoste					;ernust;pbr;1r;
7;4;Pabo;bab;;1r;
7;5;Richeri;rīk~hari;;1r;
7;6;Ingelscalh;angil~skalk;;1r;
8;1;Odelabega;ōthal~berg;;1r;
8;2;Aunegardi;aun~gard;;1r;
1;1;Toderiu;theud~hari;;1v;
2;1;Ringer ;rīn~gair;;1v;
2;2;Richini;rīk~wini;;1v;
3;1;Larant;laurentius;;1v;
3;2;Liuprat ;leub~rād;;1v;
3;3;Tingund ;thing~gunth;;1v;
4;1;Gaitepret;gaid~berht;;1v;
4;2;Gifarde;geb~ward;;1v;
4;3;Flodeberte;hlud~berht;;1v;
5;1;Habraham;abrahām;;1v;
5;2;Uuidrica ;vūdr-k;;1v;slaw
5;3;Bedasclauo;bud~slāv;;1v;slaw
5;4;Thesica;tēx-k;pbr;1v;
1;1;Auelpert ;aul~berht;[p…];2r;
1;2;Rotpert;hrōth~berht;;2r;
2;1;Cotafrit;god~frith;;2r;
2;2;Erissuint ;hari~swinth;;2r;
2;3;Roteperte;hrōth~berht;;2r;
2;4;Felix;fēlīx;dia;2r;
2;5;Iustus;iūstus;pbr;2r;
3;1;Amantinus;amantīnus;;2r;
3;2;Bona;bona;;2r;
4;1;Felicitas;fēlīcitās;;2r;
4;2;Pedernia;pēdernia;;2r;
5;1;Nepocor;nepakaru;;2r;   
5;2;Gresic;grēx-k ;;2r;slaw
5;3;Iohannes;iōhannēs;;2r;
6;1;Brasclauo;slāv-n-k;;2r;slaw
6;2;Zelesena;želēz-n;;2r;slaw
6;3;Hesla ;hesla;;2r;
6;4;Stregemil;slāv-n-k;;2r;slaw
6;5;Motico;mǫt-k;;2r;slaw
7;1;Trebenec;terb-n-c;;2r;slaw
7;2;Dracig;darg-k;;2r;slaw
7;3;Craniohi;xarni-x ;;2r;slaw
8;1;Millena;slāv-n-k;;2r;slaw
9;1;Zelebor;želī~bar;;2r;slaw
9;2;Andreas;andreās;;2r;
9;3;Uualtiher;wald~hari;;2r;
9;4;Tripina;slāv-n-k;;2r;slaw
9;5;Nosimer;nasī~mēr;;2r;slaw
10;1;Gelanus;gail-n;;2r;
10;2;Luta.isa ;hlud~wis;;2r;
10;3;Audeberte;aud~berht;;2r;
11;1;Petrus ;petrus;pbr;2r;
12;1;Henglerich;angil~rīk;;2r;
12;2;Odelrich;ōthal~rīk;;2r;
12;3;Theddat;theud~hath;;2r;
13;1;Arfret;hari~frith;;2r;
13;2;Martinus;martīnus;pbr;2r;
14;1;Foscari ;fuscarus;sda;2r;
14;2;Gaugiosus;gaudiōsus;;2r;
15;1;Reginbert;ragin~berht;;2r;
15;2;Otihi..;aud-k;;2r;
16;1;Gauselmus;gaut~helm;;2r;
16;2;Andreas ;andreās;;2r;
16;3;Grimalde;grim~wald       ;;2r;
17;1;Cleri;Name oder Weihegrad?;;2r;
18;1;Legembr[a] ;legembra;;2r;
18;2;[Ra]tram ;rād~hraban;;2r;
18;3;Ra..;???;;2r;
19;1;Engilinda ;angil~linth;;2r;
19;2;Pergildruda;berg~thruth;;2r;
20;1;Rotecause;hrōth~gaut;;2r;
20;2;Ro...perte ;hrōth~berht;;2r;
20;3;Roteperga;hrōth~berg;;2r;
21;1;Uuisirich;wis~rīk;;2r;
22;1;Hadamar;hath~mar;;2r;
22;2;Keio;gagi;;2r;
22;3;Susanna;sūsanna;;2r;
22;4;Hunulf;hūn~wulf;;2r;
22;5;Cuncpric ;gunth~berg;;2r;
22;6;Hilduinus;hildi~wini;pbr;2r;
22;7;Uueriant;wari-nd;;2r;
22;8;Uuolflez;wulf~hleut;;2r;
22;9;Grimpert;grīm~berht;;2r;
22;10;Uuolfker ;wulf~gair;;2r;
22;11;Kermunt;gair~mund;;2r;
22;12;Odilint;ōthal~linth;;2r;
22;13;Odilint;ōthal~linth;;2r;
22;14;Adalker;athal~gair;;2r;
22;15;Palthilt ;balth~hildi;;2r;
22;16;Odilint;ōthal~linth;;2r;
22;17;Einhart;agin~hard;;2r;
22;18;Elinhart ;alian~hard;;2r;
22;19;Rotpret ;hrōth~berht;;2r;
22;20;Geonilt;gagan~hildi;;2r;
23;1;Audebertus;aud~berht;dia;2r;
23;2;Maselio;masilius;sda;2r;
24;1;Hungund ;hūn~gunth;;2r;
24;2;Irminsuuind ;erman~swinth;;2r;
24;3;Amalrih;amal~rīk;;2r;
25;1;...bina fideles;Name? ;;2r;
26;1;Engelberte;angil~berht;;2r;
26;2;Adolanna;athal-n;;2r;
26;3;Alpote;athal~bod;;2r;
26;4;Enguelric;angil~rīk;;2r;
27;1;Uuilliric ;wili~rīk;;2r;
27;2;Uuilliric;wili~rīk;;2r;
27;3;Ingiltruda;angil~thruth;;2r;
1;1;Chotmer;xatē~mēr;;2v;slaw
2;1;Huluolt;hlud~wald    ;;2v;
3;1;Erpald;erp~wald;;2v;
3;2;Carman;garw~man;;2v;
3;3;Astrepald ;austar~balth   ;;2v;
3;4;Frederun;frith~rūn;;2v;
3;5;Alboni;alb~wini;;2v;
3;6;Freurit;frawi~rid;;2v;
4;1;Audebertus;aud~berht;;2v;
5;1;Cozil ;gaut-l;;2v;
5;2;Uuozet;vaj-k-t;;2v;slaw
5;3;Margareta;margarīta;;2v;
5;4;[Z]elislaua ;želī~slāv;;2v;slaw
5;5;Sebetuh;slāv-n-k;;2v;slaw
5;6;Humislan;humislan;cle;2v;
5;7;Trebebor;terb~bar;;2v;slaw
5;8;Bribibor;prībū~bar;;2v;slaw
5;9;Trudopulc;tvird~pulk;;2v;
5;10;Amalrih;amal~rīk;;2v;
6;1;Ricpult ;rīk~balth;;2v;
6;2;Teutkart;theud~gard;;2v;
6;3;Odlard;ōthal~gard;;2v;
7;1;Hodelric;othal~rīk;;2v;
7;2;Ildepret;hildi~berht;;2v;
7;3;Hunilt;hūn~hildi;;2v;
7;4;Iltelint;hildi~linth;;2v;
7;5;Richer;rīk~hari;;2v;
7;6;Alpric;alb~rīk;;2v;
7;7;Adelpret;athal~berht;;2v;
7;8;Artepret;hard~berht;;2v;
7;9;Inselpret;ingal~berht;;2v;
7;10;Iltepruc;hildi~burg;;2v;
7;11;Hichet;hid~k;;2v;
7;12;Conterat;gunth~rād;;2v;
1;1;Gagtari;gaut~hari;;3r;
2;1;Irmingart;erman~gard;;3r;
3;1;Teotpert;theud~berht;;3r;
4;1;Cotahardus;god~hard ;p[br];3r;
5;1;Machelm;mag~helm;;3r;
6;1;Uuerinolfus;warin~wulf;abb;3r;
6;2;Ellanpertus;alian~berht ;;3r;
7;1;Teuder[icus];theud~rīk;;3r;
7;2;Albisinda;alb~sinth;;3r;
7;3;Garardus;garw~hard;;3r;
8;1;Adoarde;ath~ward;;3r;
8;2;Rodiberte;hroth~berht;;3r;
9;1;Ulfihir;wulf~hari;;3r;
9;2;Quoteld;god~hildi;;3r;
10;1;Uualtelm;wald~helm;;3r;
10;2;Liutrat;leud~rād;;3r;
10;3;Gauspert;gaut~berht;;3r;
10;4;Uuipert;wīg~berht;sda;3r;
11;1;Boselisa;bažē~lizā ;;3r;slaw
11;2;Sobemusclan;sabē~mūsl-n;;3r;slaw
11;3;Quos.musclo;kvas~mūsl;;3r;slaw
11;4;Slauuenca;slāv-n-k;;3r;slaw
1;1;Lodohicus;hlud~wīg;imp;3v;
1;2;Ingelberga;angil~berg;reg;3v;
2;1;Uuardema;ward~man;dia;3v;
3;1;Hisinarde;īsan~hard;;3v;
3;2;Emeldruda;hemil~thruth;;3v;
4;1;Mihahel;mīchāēl;;3v;
4;2;Dox;da-x;fra;3v;slaw
4;3;Gabriel;gabriēl;fra;3v;
4;4;Maria;maria;uxo;3v;
4;5;Rasate;rā-š-t ;fil;3v;slaw
4;6;Gabriel;gabriēl;fil;3v;
4;7;Simeon;simeōn;fil;3v;
4;8;Iacob;iācōb;fil;3v;
4;9;Praxi;prāxis;fil;3v;
4;10;Anna;anna;fil;3v;
5;1;Zergobula;sterg~būl ;;3v;slaw
6;1;Georg;geōrgius;;3v;
7;1;A[n]t[o]nius;antōnius;;3v;
8;1;Paulo;paulus;;3v;
9;1;Anastasius;anastasius;dia;3v;
1;1;Roolt;hrōth~wald;;4r;
1;2;Hoolt;hauh~wald;;4r;
1;3;Irmisen;erman~sinth;;4r;
2;1;Uualto			;wald;fil;4r;
2;2;Upold;hug~balth;;4r;
3;1;Frambertus;hraban~berht;;4r;
3;2;Roco;hrōk;;4r;
4;1;Baiua;bak~???;;4r;
5;1;Albi[ni];alb~wini;;4r;
5;2;Mino;min;;4r;slaw
6;1;Atala;athal;;4r;
6;2;Karsuint;garw~swinth;;4r;
6;3;Ernust;ernust;;4r;
6;4;Egono;agin ;;4r;
6;5;Elmeric;amal~rīk;;4r;
6;6;Teuterihc;theud~rīk;;4r;
6;7;Starcolf;stark~wulf;;4r;
6;8;Atala;athal;;4r;
6;9;Etela;athal;;4r;
6;10;Emelrih;ama~rīk;;4r;
6;11;Uuicpald;wīg~balth;;4r;
6;12;Erideo;hari~thew;;4r;
6;13;Adaluualr;athal~wald;;4r;
6;14;Stara;stark ;;4r;
6;15;Rahilt;rak~hildi;;4r;
6;16;Ingilard;ingil~hard;;4r;
6;17;Phisila;phisila;;4r;
6;18;Piofa;piofa;;4r;
7;1;Pritcot;berht~gaut;;4r;
7;2;Ualper;walh~ber;;4r;
7;3;Elinper[o];alian~berht ;;4r;
8;1;Candon;gand;;4r;
8;2;Kerolt;gair~wald;;4r;
8;3;Folcar;fulk~hari;;4r;
8;4;Elene;helena;;4r;
8;5;Egerd;agi~hard;;4r;
8;6;Merd…;mar~???;;4r;
8;7;Lipar;leub~hari;;4r;
9;1;Uilelm;wili~helm;;4r;
9;2;Strem;starm;;4r;slaw
10;1;Sondoke;sǫd-k;fil;4r;slaw
10;2;Iohannes;iōhannēs;pat;4r;
10;3;Maria;maria;mat;4r;
10;4;Anna;anna;uxo;4r;
10;5;Mihael;michael;fil;4r;
10;6;Uuelecneo;velje~gnēv;fil;4r;slaw
10;7;Bogomilla;bag~mīl;fil;4r;slaw
10;8;Kalia;kāl-j;fil;4r;slaw
10;9;Mar…;mar…;fil;4r;
10;10;Helena;helena;fil;4r;
10;11;Maria;maria;fil;4r;
10;12;Sogesclaua;sabē~slāv ;uxo;4r;slaw
10;13;Petrus ;petrus;hom;4r;
10;14;Georius;geōrgius;;4r;
10;15;Petrus ;petrus;;4r;
10;16;Sofia;sophia;uxo;4r;
11;1;Iohannes;iōhannēs;imp;4r;
11;2;.o..dal…;???;uxo;4r;
11;3;[Eu]f[e]mias;euphēmia;;4r;
1;1;Mota;mōd;;4v;
1;2;Madoloc;math~walh;;4v;
1;3;Romalde;hrōm~wald;;4v;
1;4;Eginulfus;agin~wulf;;4v;
1;5;Ueti;wadi-n;;4v;
1;6;Ualto;wald;;4v;
1;7;Ermigeri;erm~gair;;4v;
1;8;Adelprete;athal~berht;;4v;
1;9;Rodald;hrōth~wald;;4v;
1;10;Regimprete;ragin~berht;;4v;
1;11;Adolo;athal;;4v;
2;1;Khaco;kā-č ;;4v;slaw
2;2;Sebedrago;sebē~darg;;4v;slaw
2;3;Centeska;cęt-š-k ;;4v;slaw
3;1;Porosit;barī~žīt;;4v;slaw
3;2;Alpiker;alb~gair;;4v;
3;3;Rihilt;rīk~hildi;;4v;
4;1;Petrus ;petrus;dia;4v;
4;2;Petrus ;petrus;lai;4v;
5;1;Gisleberte;gīsal~berht;;4v;
6;1;Mammone;mam;ger;4v;
6;2;Arteperto;hard~berht;ger;4v;
7;1;[U]uiching;wīg-ng;pbr;4v;
8;1;Szuentiepulc;svęt~pulk;;4v;slaw
8;2;Szuentezizna;svęt~žīzn;;4v;slaw
8;3;Predezlau;perd-slāv;;4v;slaw
9;1;Hadaker;hath~gair;;4v;
10;1;Paldmunt;balth~mund;;4v;
10;2;Lontpert;land~berht;;4v;
10;3;Lepuni;laib~wini;;4v;
10;4;..ngilsuon;angil~sōn;;4v;
10;5;Alpker;alb-gair;;4v;
10;6;Erchanhart;erkan~hard;;4v;
10;7;Lantsuind;land~swinth;;4v;
10;8;Snelsuind;snel~swinth;;4v;
10;9;Uualtrih;wald~rīk;;4v;
10;10;Ruodpold;hrōth~balth;;4v;
10;11;Liuphilt;leub~hild;;4v;
10;12;Sindman;sinth~man;;4v;
10;13;Liutheri;leud~hari;;4v;
1;1;Remig...;rēmigius;;5r;
2;1;Einard;agin~hard;;5r;
3;1;Miramuscle;mīr~mūsl;;5r;slaw
3;2;Zitemer;žītī~mēr;;5r;slaw
3;3;Straneca;slaw;;5r;slaw
3;4;Maola;maola;;5r;
3;5;U…us;???;;5r;
3;6;Es…;???;;5r;
4;1;Sig…c;sig~???;fra;5r;
4;2;Iob;iōb;;5r;
5;1;Iob;iōb;;5r;
5;2;Cunipret;kuni~berht;;5r;
5;3;Adelint;athal~linth;;5r;
5;4;Iacob;iācōb;;5r;
5;5;Rumolt;hrōm~wald;;5r;
5;6;Reginolt;ragin~wald;;5r;
5;7;[Atto];ath;;5r;
6;1;Orso;hors;dia;5r;
6;2;Orso;hors;sda;5r;
7;1;Fredebertus;frith~berht;;5r;
7;2;Giselbertus;gīsal~berht;;5r;
8;1;Forti;fortis;;5r;
8;2;Bertaldo;berht~wald;fil;5r;
9;1;Lobonilaica;lab-nj;lai;5r;slaw
9;2;Iohannes;Iōhannēs;;5r;
10;1;Ratepote;rād~bod;;5r;
10;2;Rotepertus;hrōth~berht;;5r;
10;3;Uartemannus;ward~man;;5r;
10;4;Eimo;haim;;5r;
10;5;Rotecari;hrōth~gair;;5r;
10;6;Ernoste					;ernust;;5r;
10;7;Inehichos;inehichos;;5r;
10;8;Angelarius;angil~hari;;5r;
10;9;Adelbertus;athal~berht;;5r;
10;10;Eimo;haim;;5r;
1;1;Preban;perb-n;;5v;slaw
1;2;…e;…e;;5v;
1;3;Prebrassclaua;perbū~slāv ;;5v;slaw
1;4;Pressobboda;per-svabadā;;5v;slaw
1;5;Mutacus;mǫt-k;;5v;slaw
2;1;Suar;swar;;5v;
3;1;…[atas];…atas;;5v;
3;2;Felice;fēlīx;;5v;
3;3;Launia;laun;;5v;
4;1;Agathe;agatha;;5v;
4;2;Domnisia;dam-n-š;;5v;slaw
4;3;Iorsia;jār-š;;5v;slaw
5;1;Sedemir;sudē~mīr;;5v;slaw
6;1;Magnus;māgnus;;5v;
6;2;Ciprianus;cypriānus;;5v;
6;3;Suberancius;superantius;;5v;
6;4;Gaginart;gagan~hard;;5v;
6;5;Perinsuin;berin~swīn;;5v;
6;6;Immo;im;;5v;
6;7;Paltilh;balth~hildi;;5v;
6;8;Kerpold;gair~balth;;5v;
6;9;Isac;īsaac;;5v;
6;10;Stamer;stā~mēr;;5v;slaw
6;11;Penebod;panē~bad ;;5v;slaw
6;12;Semidraga;sēmī~darg;;5v;slaw
7;1;Kanib[o]ra;kānī~bar;;5v;slaw
7;2;Engilp[ert];angil~berht;;5v;
7;3;Torda;tvird ;;5v;slaw
7;4;Richard;rīk~hard;;5v;
8;1;Raginardo;ragin~hard;;5v;
8;2;Adalrih;athal~rīk;pbr;5v;
8;3;Cristina;chrīstīna;;5v;
8;4;Zempho;zempho;;5v;
8;5;Chuningund;kuni~gunth;;5v;
9;1;Heimo;haim;pbr;5v;
9;2;Eripert;hari~berht;pbr;5v;
10;1;Iltint;hildi-nd;;5v;
10;2;Rotlind;hrōth~linth;;5v;
10;3;Rosind;hrōth~sinth;;5v;
11;1;Za[mi]r;zā-mīr;;5v;slaw
12;1;Rengheri;ragin~hari;;5v;
12;2;Preteld;berht~hildi;;5v;
12;3;Helias;ēliās;;5v;
12;4;Prtsund;berht~sinth;;5v;
12;5;Gisuldruta;gīsal~thruth    ;;5v;
12;6;Ernosed;ernust;;5v;
12;7;Giselperte;gīsal~berht;;5v;
13;1;Simon;simōn;;5v;
13;2;Cutakar;god~wakar;;5v;
13;3;Aluic;ala~wīg;;5v;
13;4;Simon;simōn;;5v;
13;5;Elm[e];am-l;;5v;
13;6;Fe…;???;;5v;
13;7;M[o]cei.ka;matēj-k;;5v;slaw
13;8;Itesen;idis-n;;5v;
13;9;Otila;aud-l;;5v;
14;1;Unoc;hūn-k;;5v;
15;1;Uuerno;warin;;5v;
16;1;Uualto			;wald;;5v;
16;2;Pernger;berin~gair;;5v;
16;3;Cutpert;gunth~berht;;5v;
16;4;Iltipert;hildi~berht;;5v;
16;5;Iacob;iācōb;;5v;
16;6;Engilram;angil~hraban;;5v;
16;7;Chisilbrit;gīsal~berht;;5v;
16;8;Pernart;berin~hard;;5v;
17;1;Richeri;rīk~hari;;5v;
17;2;Iltiburga;hildi~burg;;5v;
17;3;Richeri;rīk~hari;;5v;
18;1;Egilpert;agil~berht;;5v;
18;2;Pitonna;būt-nj;;5v;slaw
18;3;M[o]lcicu;milč-k;;5v;slaw
19;1;Eginarde;agin~hard;;5v;
19;2;Rigichis;rīk~gīs;;5v;
20;1;Orsus;hors;;5v;
21;1;Angelgari;angil~gair;;5v;
21;2;Perteri;berht~hari;;5v;
22;1;Ratuuic;rād~wīg;;5v;
22;2;Sebedrah;sebē~darg;ost;5v;slaw
22;3;Tripimiro;tirpī~mīr;dom;5v;slaw
24;1;Ulfychari;wulf~gair;;5v;
24;2;Cotild;god~hildi;;5v;
24;3;Uolbolt;wulf~balth;;5v;
25;1;Teodemar;theud~mar;;5v;
25;2;Uitalem;vītālis;ser;5v;
25;3;Stabili;stabilis;pbr;5v;
25;4;Arialduolo;arialduolo;dux;5v;
25;5;Iohanni;iōhannēs;;5v;
25;6;Mauri;maur;;5v;
25;7;Domenico;dominicus;;5v;
25;8;Seruulo;servulus;pbr;5v;
25;9;Petro;petrus;pbr;5v;
26;1;Uitgauo;widu~gaw;com;5v;
26;2;Adalpert;athal~berht;;5v;
26;3;Reginuuart;ragin~ward;;5v;
26;4;Austregaus;austar~gaut;;5v;
26;5;Irnpurc;erin~burg;;5v;
26;6;Kisilperga;gīsal~berg;;5v;
26;7;Ernipurc;erin~burg;;5v;
26;8;Sedobra;se~dabr;;5v;slaw
26;9;Bribina;prībū-n;;5v;slaw
26;10;Terpimer;tirpī~mēr;;5v;slaw
26;11;Petrus ;petrus;;5v;
26;12;Maria;maria;;5v;
26;13;Dragouid;darg~vīd;;5v;slaw
26;14;Sabes;sabes;;5v;
26;15;Pizeden;pizeden;;5v;
26;16;Sa[n]isl;sanisl;;5v;
26;17;Benedictus;benedictus;;5v;
26;18;Straha;strāx;;5v;slaw
26;19;Petro;petrus;;5v;
26;20;Bedoslau;bud~slāv ;;5v;slaw
26;21;Mihahel;mīchāēl;;5v;
26;22;Siliz;žīlī-š;;5v;slaw
26;23;Coten;xatē-n ;;5v;slaw
26;24;Kanei;kān-j;;5v;slaw
26;25;Drisimer;diržī~mēr;;5v;slaw
26;26;Brat…;brāt...;;5v;slaw
26;27;Simut;šim-t;;5v;slaw
26;28;Po[eni]rie;poenirie;;5v;
26;29;Dragoroc;darg-r-k;;5v;slaw
26;30;Moeta;maj-t;;5v;slaw
26;31;Couar;kavāri;;5v;slaw
26;32;U[t]ikin;utēx-n;;5v;slaw
26;33;Ircumis;ircumis;;5v;
26;34;Saba;žābā;;5v;slaw
26;35;Cafrat;cafrat;;5v;
26;36;Iob;iob;;5v;
26;37;Estimer;side~mēr;;5v;slaw
26;38;Zamir[a];zā-mīr;;5v;slaw
26;39;Radasta;rād-st;;5v;slaw
26;40;Ado;ath;;5v;
26;41;Eginolf;agin~wulf;;5v;
27;1;Engildeo;angil~thew;;5v;
27;2;Amulpirc;amal~berg;;5v;
28;1;Hardradus;hard~rād;;5v;
29;1;Mutimir[a];mǫtī~mīr;;5v;slaw
29;2;Petrus ;petrus;;5v;
30;1;Dom[e]nic[o]…;dominicus;;5v;
30;2;Teodem…;teodem…;;5v;
31;1;Georgius;geōrgius;;5v;
31;2;Tona;antonia;;5v;
32;1;Musi[cica];mǫžīk-c;;5v;slaw
32;2;Her[cu];???;;5v;
32;3;Si…;sig~???;;5v;
32;4;Ri…ga;???;;5v;
33;1;Heimo;haim;;5v;
33;2;Uuitagauuo;widu~gaw;;5v;
33;3;Hunfrid;hūn~frith;;5v;
33;4;Mildrud;mīl~thruth;;5v;
33;5;Ellan…;alian~???;;5v;
33;6;…uppo;???;;5v;
33;7;Papo;bab;;5v;
33;8;Paldun[i];balth~wini;;5v;
33;9;Iprich;hildi~berg;;5v;
33;10;Deotlind;theud~linth;;5v;
33;11;Heito;haith;;5v;
33;12;Altrih;ald~rīk;;5v;
33;13;Egilperht;agil~berht;;5v;
33;14;Rodhe[ri];hrōth~hari;;5v;
33;15;Hitta;hid;;5v;
33;16;Gerpurc;gair~burg;;5v;
33;17;Deotlind;theud~linth;;5v;
33;18;Uualtunc;wald-ng;;5v;
33;19;Petrurs;petrus;;5v;
33;20;Ratolf;rād~wulf;;5v;
33;21;Gerhart;gair~hard;;5v;
33;22;Zeizol;tait-l;;5v;
33;23;Deotperht;theud~berht;;5v;
33;24;Meginperht;magin~berht;;5v;
33;25;Uualtram;wald~hraban;;5v;
33;26;Enginhart;angin~hard;;5v;
33;27;Engildeo;angil~thew;;5v;
33;28;Hunperht;hūn~berht;;5v;
33;29;Ermanhart;erman~hard;;5v;
33;30;Adaluni;athal~wini;;5v;
33;31;[O]dalrih;ōthal~rīk;;5v;
33;32;Uuihheri;wīg~hari;;5v;
33;33;Irminolh;erman~wald;;5v;
33;34;Ratpir;rād~berg;;5v;
33;35;Hantuni;hand~wini;;5v;
33;36;Adaluni;athal~wini;;5v;
33;37;Zezzol;tait~l;;5v;
33;38;Eliseus;elīsaeus;;5v;
34;1;Odlorich;ōthal~rīk;;5v;
1;1;Bascilius;basilicus;;6r;
1;2;Luciana;lūceana;;6r;
1;3;Leo;leo;;6r;
2;1;Lupo;lupus;pbr;6r;
3;1;Ranpret;ragin~berht;;6r;
3;2;Rotpric;hrōth~berg;;6r;
3;3;Otolft;aud~wulf;;6r;
4;1;Leo;leo;dia;6r;
5;1;Serenus;serēnus;pbr;6r;
6;1;sensect;???;;6r;
7;1;Uitalis;vītālis;;6r;
8;1;Rengari;ragin~gair;;6r;
8;2;Lub…;leub~???;;6r;
8;3;Staigai;staj~gaj;;6r;slaw
8;4;Gupa…;gupa…;;6r;
8;5;Erhpold;erk~balth;;6r;
9;1;Adelgis;athal~gīs;cle;6r;
9;2;Renfredus;ragin~frith;;6r;
10;1;Huoto;aud;;6r;
11;1;Qotman;qotman;;6r;
11;2;Mlada;maldā;;6r;slaw
11;3;Olamir;ala~mīr;;6r;slaw
11;4;Engisa;engisa;;6r;slaw
11;5;Olamir;ala~mīr;;6r;slaw
11;6;Trebesu…;terb-š;;6r;slaw
11;7;Radozlau;rād~slāv;;6r;slaw
11;8;Liupirih;leub~rīk;pbr;6r;
11;9;Estemir;side~mīr;;6r;slaw
11;10;Zizemir;žīz~mīr;;6r;slaw
12;1;Pensezi;pensezi;;6r;
12;2;Moiscla[u]a;maj~slāv;;6r;slaw
12;3;Iohannes;iōhannēs;fil;6r;
13;1;Ato;arth;;6r;
13;2;Ragenart;ragin~hard;;6r;
13;3;Cadrac;čā~darg;;6r;slaw
14;1;Cundpertus;gunth~berht;pbr;6r;
15;1;Uincamera;vętj~mēr;;6r;slaw
15;2;Lihamere;līx~mēr;;6r;slaw
16;1;Liupricus;leub~rīk;pbr;6r;
17;1;Brasclauo;brā~slāv;;6r;slaw
17;2;Uuentenscella;vętj-???;uxo;6r;slaw
18;1;Nepokor;nepakaru;;6r;slaw
19;1;Purcart;burg~hard;;6r;
19;2;Purchart;burg~hard;;6r;
20;1;Heimpertus;haim~berht;;6r;
20;2;Nidhartus;nīd~hard;;6r;
20;3;Herchanhartus;erkan~hard;;6r;
20;4;Yrminsuind;erman~swinth;;6r;
20;5;Helmker;helm~gair;;6r;
20;6;Anzo;and-z;;6r;
20;7;Heriri[b];hari~rīk;;6r;
20;8;Salaho;sal-k;;6r;
Zeile tilgen;;;;;;
20;9;Dobrami[ra];dabr~mīr;;6r;slaw
1;1;…per[a];…~ber;;6v;
2;1;Audeberte;aud~berht;;6v;
3;1;Brasclaua;brā~slāv;;6v;slaw
3;2;Dobrasclaua;dabr~slāv;;6v ;slaw
3;3;Bollasclaua;balj~slāv;;6v;slaw
3;4;[Treb]…;terb…;;6v;slaw
3;5;…ibgoda;???~gad;;6v;slaw
3;6;Sclauasis;slāv-š ;;6v;slaw
3;7;[Sen]tapulco;svęt~pulk;;6v;slaw
3;8;…sclaua;…~slāv;;6v;slaw
3;9;Pe…asis;pe…asis;;6v;slaw
3;10;Uuitismuscle;vītęzī~mūsl;;6v;slaw
3;11;B[ui]llenna;būl-nj ;;6v;slaw
3;12;Prebil;per-būl;;6v;slaw
3;13;Prebunde;per-bǫd;;6v;slaw
4;1;Igo;ig;;6v;
4;2;Uuaxegunt;wāg~gunth;;6v;
4;3;Adelpret;athal~berht;;6v;
5;1;Adelanus;athal-n;;6v;
5;2;Trebelio;terb-l;;6v;slaw
5;3;Murisclafa;mīr~slāv ;;6v;slaw
5;4;Rastisclao;arsti~slāv;;6v;slaw
5;5;Citamuscle;cēt~mūsl ;;6v;slaw
5;6;Rasmene;arz-min;;6v;slaw
5;7;Kasno;kā-š-n;;6v;slaw
5;8;Musclonna;mūsl-n;;6v;slaw
5;9;Lala;lālā;;6v;slaw
5;10;Stranamer;starn~mēr;;6v;slaw
5;11;Trebenna;terb-nj;;6v;slaw
5;12;Menedraga;minē~darg;;6v;slaw
5;13;Gomer;gaj~mēr ;;6v;slaw
5;14;Souuinnao;sabē-nj ;;6v;slaw
5;15;Pudaram;bod~hraban;;6v;
5;16;Gonimer;gani~mēr;;6v;slaw
5;17;Nitrabor;nitr~bar ;;6v;slaw
5;18;Uuitasmusclo;vītęzī~mūsl;;6v;slaw
5;19;Negot;negadu;;6v;slaw
6;1;Petrus ;petrus;;6v;
6;2;Martinus;martīnus;;6v;
7;1;Audrisi;audrisi;;6v;
8;1;Pertsuin;berht~swinth;;6v;
9;1;Gontrame;gunth~hraban;;6v;
9;2;Mecneos;mecneos;;6v;
9;3;Emelda;erm~hildi;;6v;
10;1;Kiummar;widu~mar;;6v;
10;2;Kepuni;geb~wini;;6v;
10;3;Folrat;fulk~rād;;6v;
10;4;Sigimar;sig~mar;;6v;
10;5;Aato;ath;;6v;
10;6;Deotrat;theud~rād;;6v;
10;7;Selpker;selb~gair;;6v;
10;8;Imma;im;;6v;
10;9;Hiltigat;hildi~gard;;6v;
10;10;Erchanhilt;erkan~hildi;;6v;
10;11;Paua;bab;;6v;
10;12;Deotrat;theud~rād;;6v;
10;13;Zatto;zatto;;6v;
10;14;Benedicta;benedicta;;6v;
10;15;Adalgild;athal~geld;;6v;
10;16;Aepa;eb;;6v;
11;1;Noe;noach;;6v;
11;2;Rodi;hrōth;;6v;
11;3;Regnolf;ragin~wulf;;6v;
